tweet_id,is_about_cc
6.368711641707807e+17,0
3.238861379890299e+17,0
7.821127272170783e+17,0
5.53340367127724e+17,0
6.474829555862118e+17,0
8.486488195333775e+17,0
3.640082930204713e+17,0
4.928455037267517e+17,0
6.694706513554063e+17,0
7.391371606584934e+17,0
4.107244311711867e+17,0
6.253663440836198e+17,0
5.804681445752218e+17,0
2.509670053420728e+17,0
9.02603059817218e+17,0
2.252118545810145e+17,0
1.734295811419013e+17,0
2.162492337607311e+17,0
4.434389874628403e+17,0
7.362456355659244e+17,0
5.476745756441641e+17,0
5.03215467172225e+17,0
1.192890576280125e+17,0
2.02776713401344e+17,0
2.382184911556035e+17,0
1.631228930462966e+17,0
7.804184645487862e+17,0
3.458240629808947e+17,0
4.961377041956332e+17,0
1.137148503552143e+18,0
3.863576459949015e+17,0
1.502007312600269e+17,0
2.153710376117944e+17,0
3.634116579023995e+17,0
7.398646464469279e+17,0
6.15902369046483e+17,0
2.162064993729946e+17,0
2.207929066954588e+17,0
1.155894524411097e+18,0
6.849035439213609e+17,0
7.223066036812554e+17,0
7.854142316970025e+17,0
1.617337342053663e+17,0
1.029671583345005e+18,0
5.897867795674644e+17,0
6.314581556969226e+17,0
4.817137096652472e+17,0
7.267612268066734e+17,0
5.543673990600786e+17,0
1.168539336272486e+18,0
5.125147921927455e+17,0
8378097954.0,0
6.827532708850524e+17,0
9.099332224144302e+17,0
1.14102820566868e+17,0
2.383954501206057e+17,0
1678493263.0,0
6.611208798883103e+17,0
7.862878615156408e+17,0
6.295326902078874e+17,0
6.149847941920891e+17,0
1.016588443982459e+18,0
6.936196321550295e+17,0
1.198578085680947e+17,0
1.031547109319639e+17,0
4.517818218027704e+17,0
3.350551711030968e+17,0
4.608939929774449e+17,0
22272088822.0,0
3.073820699217347e+17,0
8.714264794097705e+17,0
3.838990990594785e+17,0
5.253015548456141e+17,0
3.502380246652723e+17,0
8.786190358308086e+17,0
5.408141084474737e+17,0
6.594835672784323e+17,0
9.40952539821953e+17,0
6.743469847367516e+17,0
7.177892959778243e+17,0
5.630871000574894e+17,0
7.339905476653752e+17,0
1.171370133077422e+18,0
9.547831397039923e+17,0
6.178417847276749e+17,0
3.578026676087685e+17,0
4.687436962474476e+17,0
1.071832272444232e+18,0
21437814115.0,0
4.642837324853535e+17,0
2.1228566749184e+17,0
3.709313828325949e+17,0
4.39015645301461e+17,0
6.240665695812731e+17,0
7.431829859277578e+17,0
1.137113763000308e+18,0
3.219899278291354e+17,0
